"jd","magnitude","uncertainty","h_quncertainty","band","observer_code","comment_code_s","comp_star_1","comp_star_2","charts","comments","transfomed","airmass","validation_flag","cmag","kmag","hjd","star_name","observer_affiliation","measurement_method","grouping_method","ads_reference","digitizer","credit"
2457665.65,"0.3",NA,NA,"Vis.","SRAB","","00","09","X15347MK","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457665.7,"0.3",NA,NA,"Vis.","SPAO","","03","17","680301","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457665.8125,"0.6",NA,NA,"Vis.","ZGEA","","01","09","10stars","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457665.9,"0.6",NA,NA,"Vis.","MOW","","05","12","680101","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457666.51042,"0.06",NA,NA,"Vis.","SGQ","","bet Ori mv=0.13","","Tirion2000.0/Simbad","""""Roma, Piazza Indipendenza. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457666.6621,"0.451",0.007,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.32","Z","1.64",1.776,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457666.664,"0.451",0.005,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.32","Z","1.64",1.782,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457666.6771,"0.8",NA,NA,"Vis.","BSR","","0.5","1.1","SA1968","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457666.9,"0.4",NA,NA,"Vis.","SWV","",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457667.79028,"-0.1",NA,NA,"Vis.","BBA","","0.1","0.9","TEN STAR","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457667.7986,"0.9",NA,NA,"Vis.","KSP","",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457667.9,"0.4",NA,NA,"Vis.","LZT","BV",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457668.3917,"0.3",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457669.97569,"0.3",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457670.5313,"0.2",NA,NA,"Vis.","WI","","01","04","a1968","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457671.64236,"0.39",NA,NA,"Vis.","RJOC","","Alf Tau","Alf Cmi","skymap.org","Madrid (Spain)",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457671.675,"0.4",NA,NA,"Vis.","SRAB","","00","09","X15347MK","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457671.68403,"0.40",NA,NA,"Vis.","SGQ","","Bet Ori mv=0.13","","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457671.7188,"0.62",NA,NA,"Vis.","DXAA","B","4","9","PROCYON/ALDEBARAN","UNAIDED EYE/TWILIGHT",NA,"","Z","",NA,NA,"ALF ORI","AASABADELL","STD",NA,NA,"",""
2457672.266,"0.4",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457672.69097,"0.10",NA,NA,"Vis.","SGQ","BU","alf CMi mv=0.37","bet Ori mv=0.13","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457673.69514,"0.30",NA,NA,"Vis.","SGQ","B","Bet Ori mv=0.13","alf CMi mv=0.37","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction, defocusing.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457673.7,"0.3",NA,NA,"Vis.","SPAO","","03","17","680301","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457673.76042,"0.3",NA,NA,"Vis.","SHA","","0.1","0.9","10 star","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457674.60625,"0.19",NA,NA,"Vis.","SGQ","U","Bet Ori mv=0.13","","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457674.65,"0.4",NA,NA,"Vis.","SBEA","","01","11","10STAR","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457675.73958,"0.3",NA,NA,"Vis.","RFC","","012","040","AAVSO","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457676.70104,"0.07",NA,NA,"Vis.","SGQ","U","alf CMi mv=0.37","","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457677.73264,"0.2",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457677.93194,"0.2",NA,NA,"Vis.","MCOA","","01","04","10 Star Tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457678.2785,"0.4",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457678.70139,"0.26",NA,NA,"Vis.","SGQ","BU","bet Ori mv=0.13","","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457678.73125,"0.7",NA,NA,"Vis.","MCPA","B","09","01","10 star","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457680.65972,"0.40",NA,NA,"Vis.","SGQ","B","bet Ori mv=0.13","alf CMi mv=0.37","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457680.66667,"0.38",NA,NA,"Vis.","SGQ","B","bet Ori mv=0.13","alf CMi mv=0.37","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457680.69722,"0.39",NA,NA,"Vis.","SGQ","B","alf Tau mv=0.86","alf CMi mv=0.37","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction. Before Aldebaran occultation.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457680.96042,"0.4",NA,NA,"Vis.","SHA","","0.1","0.9","10 star","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457682.74653,"0.21",NA,NA,"Vis.","SGQ","BU","alf CMi mv=0.37","","Tirion2000.0/Simbad","Sesto Celere. Naked eye with airmass correction.",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457683.9063,"0.4",NA,NA,"Vis.","WI","","02","04","a1968","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457683.9125,"0.3",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457684.2569,"0.4",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457684.47222,"0.42",NA,NA,"Vis.","RJOC","","Alf Tau","","skymap.org","Valladolid (Spain). Airmass correction",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457684.783,"-3.137",0.038,NA,"J","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",1,NA,"",""
2457684.783,"-3.916",0.033,NA,"H","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",1,NA,"",""
2457684.8,"0.6",NA,NA,"Vis.","MOW","","05","12","680101","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457686,"0.4",NA,NA,"Vis.","LZT","B",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457686.1875,"0.5",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457687.2201,"0.5",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457687.8194,"0.9",NA,NA,"Vis.","KGT","",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457688.45,"0.5",NA,NA,"Vis.","SBEA","","01","11","10STAR","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457689.5979,"0.4",NA,NA,"Vis.","AAX","K","01","09","ATLAS","BSC EXTINCTION APPLIED",NA,"","Z","",NA,NA,"ALF ORI","NEOA-JBS","STD",NA,NA,"",""
2457689.72083,"0.4",NA,NA,"Vis.","SGQ","BU","alf Tau mv=0.86","","Tirion2000.0/Simbad","""""Padova, Guizza. Naked eye with airmass correction""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457689.72917,"0.3",NA,NA,"Vis.","RFC","","012","04","AAVSO","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457689.98056,"0.3",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457690.5708,"0.2",NA,NA,"Vis.","AAX","K","01","09","ATLAS","BSC EXTINCTION APPLIED",NA,"","Z","",NA,NA,"ALF ORI","NEOA-JBS","STD",NA,NA,"",""
2457690.6,"0.3",NA,NA,"Vis.","SPAO","","03","17","680301","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457690.67917,"0.45",NA,NA,"Vis.","SGQ","","alf Tau mv=0.86","alf CMi mv=0.37","Tirion2000.0/Simbad","""""Padova, Guizza. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457691.5,"0.35",NA,NA,"Vis.","BNW","","03","11","3-1968","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457691.6711,"0.497",0.006,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.47","Z","1.64",1.747,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457691.673,"0.516",0.004,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.48","Z","1.64",1.762,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457691.95139,"0.5",NA,NA,"Vis.","MCOA","","04","09","10 Star Tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457692.74,"-3.223",0.051,NA,"J","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",2,NA,"",""
2457692.74,"-4.043",0.043,NA,"H","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",2,NA,"",""
2457692.93194,"0.3",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457693.45,"0.4",NA,NA,"Vis.","KTZ","","01","08","HIP","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457693.64449,"0.5",NA,NA,"Vis.","DMID","","NSV 2553","","X16899MV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457694.58407,"0.45",NA,NA,"Vis.","DMID","","NSV 16610","","X16899MV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457694.71944,"0.4",NA,NA,"Vis.","MCPA","","01","09","10 star","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457694.9,"0.6",NA,NA,"Vis.","MOW","","05","12","680101","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457695.45486,"0.5",NA,NA,"Vis.","RJOC","","Alf Tau","","skymap.org","Valladolid (Spain)",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457695.6875,"0.4",NA,NA,"Vis.","SRAB","","04","09","X15347MK","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457696.2035,"0.5",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457696.5875,"0.20",NA,NA,"Vis.","SGQ","U","alf CMi mv=0.37","bet Ori mv=0.13","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457696.6424,"0.7",NA,NA,"Vis.","BSR","","0.5","1.1","SA1968","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457696.712,"0.1",NA,NA,"Vis.","BGZ","","01","0","14473OH","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457696.81458,"0.5",NA,NA,"Vis.","BBA","","0.4","0.9","TEN STAR","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457697.2799,"0.5",NA,NA,"Vis.","BJFA","U","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457697.67708,"0.4",NA,NA,"Vis.","SHA","","0.1","0.9","10 star","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457697.69236,"0.3",NA,NA,"Vis.","MDP","","04","01","10 star 2013","",NA,"","Z","",NA,NA,"ALF ORI","RASC","STD",NA,NA,"",""
2457697.73958,"0.7",NA,NA,"Vis.","TDB","","05","11","3/68","",NA,"","Z","",NA,NA,"ALF ORI","RASC","STD",NA,NA,"",""
2457697.74653,"0.1",NA,NA,"Vis.","BBA","","0.1","0.9","TEN STAR","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457699.7396,"0.76",NA,NA,"Vis.","DXAA","","4","9","PROCYON/ALDEBARAN","UNAIDED EYE/CLEAR/WIND",NA,"","Z","",NA,NA,"ALF ORI","AASABADELL","STD",NA,NA,"",""
2457699.75,"0.4",NA,NA,"Vis.","WI","","02","04","a1968","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457699.76111,"0.2",NA,NA,"Vis.","BBA","","0.1","0.4","TEN STAR","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457700.3743,"0.5",NA,NA,"Vis.","BJFA","","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457700.62847,"0.65",NA,NA,"Vis.","TDG","","04(ALFCMI)","085(ALFTAU)","14839BDL","OTHER COMP 01 (BET ORI)",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457700.70764,"0.3",NA,NA,"Vis.","MDP","","04","01","10 star 2013","",NA,"","Z","",NA,NA,"ALF ORI","RASC","STD",NA,NA,"",""
2457701.4,"0.3",NA,NA,"Vis.","SPAO","","03","17","680301","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457701.4441,"0.517",0.003,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.76","Z","1.64",1.801,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457701.4463,"0.509",0.008,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.74","Z","1.64",1.782,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457701.699,"0.478",0.012,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.85","Z","1.64",1.8,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457702.4201,"0.81",NA,NA,"Vis.","DXAA","","2","9","RIGEL/ALDEBARAN","UNAIDED EYE/CLEAR/WIND/MOON 10-DAYS",NA,"","Z","",NA,NA,"ALF ORI","AASABADELL","STD",NA,NA,"",""
2457702.566,"0.78",NA,NA,"Vis.","DXAA","","4","9","PROCYON/ALDEBARAN","UNAIDED EYE/CLEAR/WIND",NA,"","Z","",NA,NA,"ALF ORI","AASABADELL","STD",NA,NA,"",""
2457703.9,"0.6",NA,NA,"Vis.","SWV","",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457703.9,"0.8",NA,NA,"Vis.","MOW","","05","12","680101","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457705.5,"0.6",NA,NA,"Vis.","SYU","","04","09","MENTOR","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457705.5389,"0.3",NA,NA,"Vis.","KBA","K","01","04","A","BRIGHT STAR CATALOG",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457705.66667,"0.45",NA,NA,"Vis.","SGQ","","alf CMi mv=0.37","alf Tau mv=0.86","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457706.07569,"0.6",NA,NA,"Vis.","SANG","B","0.1","0.9","1/96a","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457706.38,"0.4",NA,NA,"Vis.","SBEA","","01","11","10STAR","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457706.4,"0.55",NA,NA,"Vis.","BNW","","03","11","3-1968","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457706.43403,"0.42",NA,NA,"Vis.","RJOC","","Alf Tau","Alf Aur","skymap.org","Valladolid (Spain)",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457706.5,"0.8",NA,NA,"Vis.","SHS","","11","03","sa1965","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457706.62014,"0.60",NA,NA,"Vis.","TDG","","04(ALFCMI)","085(ALFTAU)","14839BDL","OTHER COMP 01 (BET ORI)",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457706.6917,"0.5",NA,NA,"Vis.","SRAB","","00","09","X15347MK","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457707.2236,"0.5",NA,NA,"Vis.","BJFA","BU","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457708.6625,"0.3",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457708.782,"-3.233",0.001,NA,"J","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",3,NA,"",""
2457708.782,"-3.967",0.016,NA,"H","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",3,NA,"",""
2457709.2194,"0.6",NA,NA,"Vis.","BJFA","BU","01","09","10 star tutorial","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457711.63681,"0.3",NA,NA,"Vis.","DMPA","B","04","01","10star","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457712.5,"0.5",NA,NA,"Vis.","SYU","","04","09","MENTOR","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457712.74792,"0.3",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457712.76042,"0.6",NA,NA,"Vis.","BBA","B","0.4","0.9","TEN STAR","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457713.07292,"0.6",NA,NA,"Vis.","SANG","","0.1","0.9","1/96a","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457713.4479,"0.2",NA,NA,"Vis.","KBA","K","01","04","A","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457713.69,"0.1",NA,NA,"Vis.","BGZ","","01","0","14473OH","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457713.72292,"0.5",NA,NA,"Vis.","BBA","","0.4","0.9","TEN STAR","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457714.38,"0.6",NA,NA,"Vis.","KTZ","","01","08","HIP","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457714.4514,"0.499",0.011,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.48","Z","1.64",1.801,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457714.8528,"0.9",NA,NA,"Vis.","KGT","",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457714.987,"-3.129",0.007,NA,"J","KCD","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","BAA-VSS","STD",1,NA,"",""
2457714.987,"-3.901",0.013,NA,"H","KCD","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","BAA-VSS","STD",1,NA,"",""
2457715.4155,"0.520",0.008,NA,"V","VOL","","GAM ORI","ZET ORI","","DSLR",1,"1.68","Z","1.64",1.844,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457715.7,"0.8",NA,NA,"Vis.","MOW","","05","12","680101","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457716.5,"0.5",NA,NA,"Vis.","SYU","","04","09","MENTOR","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457716.67639,"0.3",NA,NA,"Vis.","CKB","","01","08","13170BMV","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457717.718,"-3.194",0.058,NA,"J","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",4,NA,"",""
2457717.718,"-3.922",0.017,NA,"H","RPT","","BETA ORI","","13650PT","",1,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",4,NA,"",""
2457718.44028,"0.7",NA,NA,"Vis.","VUG","BU","02","11","1968/03","",NA,"","Z","",NA,NA,"ALF ORI","KNVWS","STD",NA,NA,"",""
2457718.70833,"0.3",NA,NA,"Vis.","SGQ","U","alf CMi mv=0.37","","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457719.3,"0.3",NA,NA,"Vis.","SPAO","","03","17","680301","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457719.3854,"0.7",NA,NA,"Vis.","DNO","","00","11","atlas","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457719.5,"0.6",NA,NA,"Vis.","SYU","","04","09","MENTOR","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457719.72917,"0.31",NA,NA,"Vis.","SGQ","","alf CMi mv=0.37","","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457719.86806,"0.4",NA,NA,"Vis.","SHA","","0.1","0.9","10 star","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457719.9,"0.6",NA,NA,"Vis.","LZT","B",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457720.4361,"0.80",NA,NA,"Vis.","DXAA","","4","9","PROCYON/ALDEBARAN","UNAIDED EYE/SLIGHT HAZE",NA,"","Z","",NA,NA,"ALF ORI","AASABADELL","STD",NA,NA,"",""
2457720.48194,"0.29",NA,NA,"Vis.","SGQ","U","alf CMi mv=0.37","alf Tau mv=0.86","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457720.5,"0.7",NA,NA,"Vis.","BNW","","03","11","3-1968","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457720.941,"0.8",NA,NA,"Vis.","KSP","",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457721.05347,"0.6",NA,NA,"Vis.","SANG","","0.1","0.9","1/96a","",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457721.3,"0.5",NA,NA,"Vis.","ILE","","000","","999999","",NA,"","Z","",NA,NA,"ALF ORI","MCSE","STD",NA,NA,"",""
2457721.37,"0.4",NA,NA,"Vis.","KTZ","","01","08","HIP","",NA,"","Z","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2457721.40972,"0.35",NA,NA,"Vis.","RJOC","","Alf Aur","","skymap.org","Valladolid (Spain)",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457721.71875,"0.31",NA,NA,"Vis.","SGQ","","alf CMi mv=0.37","","Tirion2000.0/Simbad","""""Roma, Sesto Celere. Naked eye with airmass correction.""""",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457722.365,"-0.1",NA,NA,"Vis.","SRBR","",NA,"",NA,"",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
2457722.4,"0.65",NA,NA,"Vis.","BNW","","03","11","3-1968","",NA,"","Z","",NA,NA,"ALF ORI","BAV","STD",NA,NA,"",""
2457722.4,"0.3",NA,NA,"Vis.","SPAO","","03","17","680301","",NA,"","Z","",NA,NA,"ALF ORI","UAI","STD",NA,NA,"",""
2457722.4931,"0.4",NA,NA,"Vis.","AAX","K","01","09","ATLAS","BSC EXTINCTION",NA,"","Z","",NA,NA,"ALF ORI","NEOA-JBS","STD",NA,NA,"",""
2457722.68333,"0.6",NA,NA,"Vis.","BBA","","0.4","0.9","TEN STAR","0.4 COMP STAR IN TREES",NA,"","Z","",NA,NA,"ALF ORI","AAVSO","STD",NA,NA,"",""
